Instancia,MAX_ITER,Lambda,max_pasos_sin_sol,max_pasos,FO,tiempo_Computacional 
FK0,random24,96,4,1000,1,6.txt,23120,0.404077881
FK1,random24,96,4,1000,1,6.txt,23587,0.372739982
FK2,random24,96,4,1000,1,6.txt,23012,0.31328580500000003
FK3,random24,96,4,1000,1,6.txt,23060,0.3686327279999999
FK4,random24,96,4,1000,1,6.txt,23294,0.3284958269999998
FK5,random24,96,4,1000,1,6.txt,23236,0.3217535100000002
FK6,random24,96,4,1000,1,6.txt,23410,0.4126444819999997
FK7,random24,96,4,1000,1,6.txt,23190,0.32267985899999996
FK8,random24,96,4,1000,1,6.txt,23293,0.3201715410000001
FK9,random24,96,4,1000,1,6.txt,22413,0.3468039460000001
FK10,random24,96,4,1000,1,6.txt,22284,0.3340794699999998
FK11,random24,96,4,1000,1,6.txt,22799,0.3343036350000004
FK12,random24,96,4,1000,1,6.txt,22765,0.34520167899999965
FK13,random24,96,4,1000,1,6.txt,23370,0.33812474899999945
FK14,random24,96,4,1000,1,6.txt,22692,0.31906467200000055
FK15,random24,96,4,1000,1,6.txt,23157,0.3712866520000002
FK16,random24,96,4,1000,1,6.txt,22828,0.32930871299999964
FK17,random24,96,4,1000,1,6.txt,22569,0.3206909850000006
FK18,random24,96,4,1000,1,6.txt,22414,0.3107848930000001
FK19,random24,96,4,1000,1,6.txt,22538,0.33827049900000006
FK0,random24,96,3,1000,1,6.txt,23025,0.32414319
FK1,random24,96,3,1000,1,6.txt,23151,0.36625925199999987
FK2,random24,96,3,1000,1,6.txt,23775,0.31090994600000066
FK3,random24,96,3,1000,1,6.txt,23250,0.31662211500000126
FK4,random24,96,3,1000,1,6.txt,23763,0.34237756299999944
FK5,random24,96,3,1000,1,6.txt,23278,0.346088988
FK6,random24,96,3,1000,1,6.txt,23158,0.33498267299999895
FK7,random24,96,3,1000,1,6.txt,23907,0.34682637999999955
FK8,random24,96,3,1000,1,6.txt,23959,0.35902003600000043
FK9,random24,96,3,1000,1,6.txt,23950,0.33487014900000034
FK10,random24,96,3,1000,1,6.txt,23969,0.3257014480000002
FK11,random24,96,3,1000,1,6.txt,23269,0.3354731219999998
FK12,random24,96,3,1000,1,6.txt,23102,0.3343067049999995
FK13,random24,96,3,1000,1,6.txt,23128,0.33093753400000026
FK14,random24,96,3,1000,1,6.txt,23119,0.3437755369999991
FK15,random24,96,3,1000,1,6.txt,23162,0.30929542700000034
FK16,random24,96,3,1000,1,6.txt,23180,0.360947684000001
FK17,random24,96,3,1000,1,6.txt,23157,0.3224743280000002
FK18,random24,96,3,1000,1,6.txt,23995,0.34109931999999965
FK19,random24,96,3,1000,1,6.txt,23074,0.312330385000001
FK0,random30,150,4,1000,1,12.txt,35564,0.5019591570000017
FK1,random30,150,4,1000,1,12.txt,35536,0.50690715
FK2,random30,150,4,1000,1,12.txt,36213,0.5020676249999987
FK3,random30,150,4,1000,1,12.txt,36362,0.49837500400000145
FK4,random30,150,4,1000,1,12.txt,36352,0.49559364699999975
FK5,random30,150,4,1000,1,12.txt,35739,0.5003174420000001
FK6,random30,150,4,1000,1,12.txt,36319,0.5110813699999994
FK7,random30,150,4,1000,1,12.txt,36203,0.5280624289999984
FK8,random30,150,4,1000,1,12.txt,35906,0.501948088999999
FK9,random30,150,4,1000,1,12.txt,35900,0.5132474480000013
FK10,random30,150,4,1000,1,12.txt,35660,0.48273729499999973
FK11,random30,150,4,1000,1,12.txt,36362,0.494789763
FK12,random30,150,4,1000,1,12.txt,35513,0.5085677610000019
FK13,random30,150,4,1000,1,12.txt,36264,0.5132772689999996
FK14,random30,150,4,1000,1,12.txt,36338,0.5152435309999994
FK15,random30,150,4,1000,1,12.txt,35845,0.5078985070000002
FK16,random30,150,4,1000,1,12.txt,36078,0.5015427270000004
FK17,random30,150,4,1000,1,12.txt,36329,0.4956541899999998
FK18,random30,150,4,1000,1,12.txt,36376,0.5329167810000008
FK19,random30,150,4,1000,1,12.txt,35515,0.5047186450000005
FK0,random24,96,1,1000,1,9.txt,34822,0.29288202300000066
FK1,random24,96,1,1000,1,9.txt,35162,0.29574792100000025
FK2,random24,96,1,1000,1,9.txt,35628,0.2882117310000005
FK3,random24,96,1,1000,1,9.txt,35226,0.29953448099999846
FK4,random24,96,1,1000,1,9.txt,35282,0.2853195950000007
FK5,random24,96,1,1000,1,9.txt,35948,0.2881431130000003
FK6,random24,96,1,1000,1,9.txt,35511,0.290582852
FK7,random24,96,1,1000,1,9.txt,35207,0.29455898299999816
FK8,random24,96,1,1000,1,9.txt,35121,0.2923004390000017
FK9,random24,96,1,1000,1,9.txt,35390,0.2880778759999991
FK10,random24,96,1,1000,1,9.txt,35636,0.2909370969999969
FK11,random24,96,1,1000,1,9.txt,35756,0.2960284970000018
FK12,random24,96,1,1000,1,9.txt,35450,0.2894536270000003
FK13,random24,96,1,1000,1,9.txt,36317,0.3025398999999993
FK14,random24,96,1,1000,1,9.txt,36328,0.29301770000000005
FK15,random24,96,1,1000,1,9.txt,34801,0.30346766999999986
FK16,random24,96,1,1000,1,9.txt,35026,0.3045235830000017
FK17,random24,96,1,1000,1,9.txt,35371,0.3011329670000009
FK18,random24,96,1,1000,1,9.txt,35455,0.29957630599999874
FK19,random24,96,1,1000,1,9.txt,36340,0.3004864319999996
FK0,random30,150,3,1000,1,16.txt,39612,0.675453693999998
FK1,random30,150,3,1000,1,16.txt,40060,0.6008612259999992
FK2,random30,150,3,1000,1,16.txt,40146,0.5639939230000017
FK3,random30,150,3,1000,1,16.txt,39639,0.5471359339999964
FK4,random30,150,3,1000,1,16.txt,39895,0.5702599839999962
FK5,random30,150,3,1000,1,16.txt,39597,0.5330034790000013
FK6,random30,150,3,1000,1,16.txt,40309,0.569694540999997
FK7,random30,150,3,1000,1,16.txt,39655,0.5710478279999975
FK8,random30,150,3,1000,1,16.txt,39464,0.516997142000001
FK9,random30,150,3,1000,1,16.txt,40203,0.5322508880000001
FK10,random30,150,3,1000,1,16.txt,40055,0.5448950349999961
FK11,random30,150,3,1000,1,16.txt,39619,0.5546783889999958
FK12,random30,150,3,1000,1,16.txt,39953,0.5612516710000008
FK13,random30,150,3,1000,1,16.txt,40074,0.5626672459999966
FK14,random30,150,3,1000,1,16.txt,39504,0.5370791850000032
FK15,random30,150,3,1000,1,16.txt,39503,0.5459116699999953
FK16,random30,150,3,1000,1,16.txt,39557,0.5660636049999965
FK17,random30,150,3,1000,1,16.txt,39521,0.538816967999999
FK18,random30,150,3,1000,1,16.txt,39625,0.5435194679999995
FK19,random30,150,3,1000,1,16.txt,39548,0.5218272520000014
FK0,random60,120,1,1000,1,12.txt,34848,0.4123910829999957
FK1,random60,120,1,1000,1,12.txt,35121,0.40858526799999595
FK2,random60,120,1,1000,1,12.txt,35121,0.4080825140000002
FK3,random60,120,1,1000,1,12.txt,35121,0.40547891599999986
FK4,random60,120,1,1000,1,12.txt,35121,0.4037974989999995
FK5,random60,120,1,1000,1,12.txt,35121,0.4067543739999948
FK6,random60,120,1,1000,1,12.txt,35121,0.40475045299999834
FK7,random60,120,1,1000,1,12.txt,35121,0.4062074750000022
FK8,random60,120,1,1000,1,12.txt,34848,0.40286918500000013
FK9,random60,120,1,1000,1,12.txt,35121,0.40685510899999855
FK10,random60,120,1,1000,1,12.txt,34134,0.40158965000000535
FK11,random60,120,1,1000,1,12.txt,35121,0.40165546399999386
FK12,random60,120,1,1000,1,12.txt,35121,0.40833660799999905
FK13,random60,120,1,1000,1,12.txt,34848,0.40464896699999997
FK14,random60,120,1,1000,1,12.txt,35121,0.4103523679999981
FK15,random60,120,1,1000,1,12.txt,34848,0.4053413529999972
FK16,random60,120,1,1000,1,12.txt,35121,0.422617154000001
FK17,random60,120,1,1000,1,12.txt,34739,0.4221186770000003
FK18,random60,120,1,1000,1,12.txt,35121,0.4235015700000062
FK19,random60,120,1,1000,1,12.txt,34848,0.41766482099999536
FK0,random30,150,2,1000,1,18.txt,36584,0.5201656790000015
FK1,random30,150,2,1000,1,18.txt,36947,0.505874612999996
FK2,random30,150,2,1000,1,18.txt,36604,0.5065355449999984
FK3,random30,150,2,1000,1,18.txt,35653,0.49816889799999586
FK4,random30,150,2,1000,1,18.txt,37069,0.4900142970000019
FK5,random30,150,2,1000,1,18.txt,36416,0.4941527380000039
FK6,random30,150,2,1000,1,18.txt,37291,0.5111870019999998
FK7,random30,150,2,1000,1,18.txt,36581,0.485805096
FK8,random30,150,2,1000,1,18.txt,36472,0.5069962339999989
FK9,random30,150,2,1000,1,18.txt,36799,0.49949331799999896
FK10,random30,150,2,1000,1,18.txt,36201,0.5114495680000033
FK11,random30,150,2,1000,1,18.txt,35535,0.5029944749999942
FK12,random30,150,2,1000,1,18.txt,35705,0.49688318399999787
FK13,random30,150,2,1000,1,18.txt,36278,0.5066588239999987
FK14,random30,150,2,1000,1,18.txt,36338,0.49174430800000124
